"institution_id","ror_id","institution_name"
4210121342,"02grghs20",Yeshiva and Kollel Be'er Yitzchok of Elizabeth
4210167310,"05sk22f46",Mahayana Sutra & Tantra Center
4210090285,"00a0vzn71",Arthur Ashe Learning Center
4210137697,"04b3jmc64",Social Sciences Innovations
4210152899,"04vgqtr26",Tri-State College of Acupuncture
4210163465,"0064esw13",LearningSpring Elementary School
4210136892,"049j2y056",Anna C. Scott School
4210094286,"00mvdkr07",Yeshivat Mikdash Melech
4210156645,"04w4h5c56",Rabbinical College Ohr Yisroel
4210153470,"04xpe4755",Lehman College Art Gallery
4210132451,"03e8zd719",Sh'or Yoshuv Institute
4210127605,"02yer3h76",Pine Cobble School
4210166714,"02p5amq61",Everett Company Stage School
4210118322,"02y8n9198",Renewable Energy Alaska Project
4210145218,"04arpqr50",Matanuska-Susitna Borough School District
4210154778,"0536m9756",Northwest Institute of Literary Arts
4210100402,"00mc41d88",Shoreline Public Schools
4210140517,"04wngnd82",University Heights Center
4210154317,"05pz1ah39",Aspire Public Schools
4210133488,"04aby3d05",Stretch to Kindergarten
4210136198,"04f1frv38",Alameda County Office of Education
4210113762,"02c6xtt27",University of East-West Medicine
4210131890,"03aes2233",Education Coordinating Council
4210137892,"03xzjcd71",Intellectual Virtues Academy
4210120042,"02j787g88",Skin Science Institute
4210091889,"00cwxbd63",Arizona School of Acupuncture and Oriental Medicine
4210121416,"01yh59845",Montana Bible College
4210120201,"02mejn521",Taft University System
4210165816,"05ptzyt43",Mexican American Catholic College
4210139398,"04tpen147",Pflugerville Independent School District
4210160898,"05v6nmh25",Heartspring
4210112378,"01xpn7z95",Sustainable Horizons Institute
4210125920,"02ah6fj31",Burrell Behavioral Health
4210148841,"04m8yw794",DaVita Clinical Research (United States)
4210137910,"03zgv2124",Iowa Valley Community College District
4210088574,"00a0y1f58",Hazelden Betty Ford Graduate School of Addiction Studies
4210153367,"04g47vg59",Belle Chasse Academy
4210149088,"04enw2g11",Arie Crown Hebrew Day School
4210161827,"05sp89c28",University Transportation Center for Alabama
4210166746,"05fssfa53",Warren County Public Schools
4210140070,"04t610980",Appalachian College Association
4210155961,"05eysk957",Knox County Schools
4210117445,"02j7zcz08",Bittersweet Farms
4210117564,"028b5s745",Tri-State Bible College
4210166249,"05ntjbh41",The Association of Boarding Schools
4210160851,"05pwe5727",Iredell Statesville Schools
4210097853,"01579r607",Mahoning County Educational Service Center
4210129924,"03k9yfc35",University of Fort Lauderdale
4210100405,"00mm8q321",American Military University
4210109063,"01hsywd60",Poquoson City Public Schools
4210092723,"00e0kg276",Sentara College of Health Sciences
4210131129,"03638wk09",American School of Classical Studies at Athens
4210134842,"02s1nfr38",GDP Ayurvedic University
4210087418,"010r6xh18",Churchill School and Center
4210100942,"016twdg30",Tri-Institutional PhD Program in Chemical Biology
4210113766,"02ckq3786",New York Child Learning Institute
4210138559,"03mq02m67",Limón Institute
4210153002,"04dq3vj35",American Friends of Tel Aviv University
4210161736,"05af39960",Gillen Brewer School
4210165140,"05dweaz25",Vision Education and Media
4210159937,"052n2hz50",Port Washington Public Library
4210161831,"05svcq088",Engineering and Science University Magnet School
4210115017,"0280brb18",Southington Public School
4210093764,"00nx60023",Brooke Charter Schools
4210087456,"003sq5971",Tacoma Housing Authority
4210128394,"02qvmv657",University Child Development School
4210167375,"05vtsq996",KIPP Bay Area Schools
4210100246,"011bbtj34",Emergency University
4210142895,"04jx2gq17",zyBooks
4210100148,"013f0nb72",Compton Community College District
4210123649,"02e6pdw39",Southern California Seminary
4210094525,"0076ska18",Mountain Home School District
4210132976,"02nx94911",Southwest Educational Development Center
4210138827,"04smw2r26",Prescott Center for the Arts
4210124248,"037bhg174",Center for Advanced Energy Studies
4210111632,"01znn6097",San Juan Oncology Associates
4210118354,"02ejgsx19",Ramah Navajo School Board
4210146560,"05gb9fv74",Southwest Acupuncture College - Santa Fe
4210106048,"00xy72355",Rocky Mountain School of Expeditionary Learning
4210102014,"015mspw86",Western Forensic Law Enforcement Training Center
4210163529,"05f50w156",Texas State Technical College West Texas
4210151729,"04xj4zj95",Southeast Tech
4210164348,"05dgy4t92",Seminole Public Schools
4210096168,"00yckme16",Universal College of Healing Arts
4210100651,"015z60w50",Center for Advanced Legal Studies
4210160164,"04r8wdj07",Kansas Public Schools
4210115853,"027vj6z88",International College of Applied Kinesiology-USA
4210128286,"02bwfhj24",Center for Telepsychology
4210118193,"02hf48750",Universal Spa Training Academy
4210148733,"04y80fq57",St. Margaret Mary School
4210152141,"04yjy8y74",GCE Lab School
4210132609,"039ngxv93",Saginaw Chippewa Tribal College
4210087767,"003fgzm76",Mount Carmel College of Nursing
4210145526,"05h6f8c16",National Paideia Center
4210090448,"017j15308",University Press of Florida
4210163657,"04cfxct26",Crest Middle School
4210151259,"054e86395",Airline Training Program Flight School
4210158616,"02e7m0v19",Roc Institute for Arts and Sciences
4210152074,"01ry5pb83",Ashley IB Elementary Magnet School
4210107635,"01qvty264",Central Agency for Jewish Education
4210108053,"01wzgqz67",Earth Learning
4210163667,"044wb9t02",School of Clinical Research
4210145095,"0428azw09",Talmudic University
4210151036,"05g6yjw88",King Center Charter School
4210098998,"010vqh084",North Carolina Public Schools
4210128044,"02bt8sv61",Cacapon Institute
4210124506,"027dakc19",Warren County Schools
4210115967,"01khv4e51",Wayne Country Day School
4210151280,"03qkxep52",Coastal Land Trust
4210152188,"05gd1j786",Prince George County Public Schools
4210156057,"057dz0532",Clonexpress
4210150760,"043n2ap46",The School of Theoretical Modeling
4210137080,"03s8rh204",University Legal Services
4210163285,"023adpj10",P S Jones Middle School
4210089815,"0082g5x07",Better Education Inc
4210103081,"01fhhqb25",Albert Einstein Academy
4210107454,"01ww5qq62",Pathway School
4210153746,"05m92h626",Partnership Schools
4210161292,"05vjege66",DeVry College
4210152409,"04ecbsf74",Westbury Friends School
4210124996,"02sncd318",The Reed Institute
4210127813,"03h9qwy97",Southeastern Regional Education Service Center
4210093848,"00j83d509",Nashua School District
4210113572,"02e0key02",Massachusetts School Nurse Research Network
4210120541,"0232n8553",American College of Traditional Chinese Medicine
4210125020,"02ywx2b39",Resource Conservation District of Santa Cruz County
4210140981,"04aq7nt90",North Central Educational Service District
4210141911,"03sje1a87",Lindsay Unified School District
4210129131,"036kqs922",Institute of Contemporary Psychoanalysis
4210140791,"04ysmca02",Irvine University
4210112708,"01t3w3794",Dayton School District
4210122982,"02t171j61",California Institute for Human Science
4210109728,"01wzp0b05",Milford Elementary School
4210148342,"03ja16q10",Frank Lloyd Wright School of Architecture
4210090080,"00940ss05",Shields Valley Public Schools
4210165946,"037zk5p77",University of Houston System at Cinco Ranch
4210145868,"0497prz03",Minnesota Agriculture in the Classroom Foundation
4210108102,"01ysajg40",Conception Seminary College
4210126449,"02vt55417",Blessing-Rieman College of Nursing
4210093951,"00gkv5g08",Our School at Blair Grocery
4210130227,"02qrdc062",Peoria campus of the University of Illinois System
4210108393,"01yrms264",Little Angels Early Childhood Center
4210118122,"02pd2vd80",Chicago Arts Partnerships in Education
4210106114,"00xxnb467",Hamilton County Department of Education
4210149904,"03qw80h61",Eastern Kentucky Pride
4210156463,"0535brc05",Kentucky Valley Educational Cooperative
4210154613,"04btmq148",Transylvania County Schools
4210126282,"028h2sf55",McDowell County Schools
4210152472,"05v74eq93",Gaston Day School
4210143528,"043f52r95",Lexington City Schools
4210091678,"00gej0269",Acupuncture And Massage College
4210155094,"0497n8p79",Acrobatiq
4210149490,"04sy1dy83",West Virginia Network
4210158260,"03tczky53",Southern Alamance Middle School
4210166641,"01769zz43",South Johnston High School
4210110471,"01p9xjz77",College of Exploration
4210096000,"00qkjnr71",Yeshiva of Greater Washington
4210158625,"01pewms44",Balch Institute for Ethnic Studies
4210098072,"00x7x0z13",New Jersey Community College Consortium For Workforce & Economic Development
4210087805,"003cpzf24",Chess in the Schools
4210110448,"01yq8nk56",Learning Through an Expanded Arts Program
4210116143,"02czghn94",Board of Cooperative Educational Services of Nassau County
4210094940,"00me50c36",Avraham Y. Goldratt Institute
4210101493,"01036m381",Scholar Rock (United States)
4210138577,"04gfyfa37",Boston Partners in Education
4210136480,"04ccfjy89",Center for Coastal Studies
4210161940,"05p17m418",Babel University Professional School of Translation
4210151049,"05ezypx20",Southeast Island School District
4210162203,"05h7bqz94",Brown-Spath & Associates
4210134968,"046k2tb30",Washington State Board for Community and Technical Colleges
4210099791,"00zpw7s04",Pacific Arts Association
4210118500,"01z2dq675",Chhandam School of Kathak
4210121857,"02xdmdz74",Shasta County Office of Education
4210090300,"00b6wzg36",Acupuncture & Integrative Medicine College
4210141485,"04fdxfa12",Mangalam Research Center for Buddhist Languages
4210117330,"02dz8kh28",California FarmLink
4210149636,"04zwjnc85",Carmel Unified School District
4210122209,"01zccn017",GameDesk
4210137222,"0432s1v23",University Vascular Associates
4210149245,"03m0pn190",Yo San University
4210100951,"01b811k23",New American Colleges and Universities
4210094369,"00t4wwd52",NorthEast Washington Educational Service District
4210086682,"00yd8np83",National University System
4210114850,"02kh18p78",Elementary Institute of Science
4210151181,"04ghttx68",Nicholas Conor Institute
4210098218,"00gj61d63",Livingston Public Schools
4210143234,"03q8c8138",CSU Ventures
4210147635,"043j8fa20",Denver School of Nursing
4210086749,"003p7hq46",Drummond Public Schools
4210144515,"047ravy94",Universal Academy
4210148347,"03jx0fx25",Tri College University
4210149876,"048q5dx45",Communicating for Agriculture Education Programs
4210135909,"03j70bf39",American College of Acupuncture & Oriental Medicine
4210129526,"0370kn134",Southwest Center for Educational Excellence
4210153655,"04a409h19",Dawson Education Cooperative
4210093252,"00kf0ew11",University Center of Lake County
4210093889,"00jvm9038",Tricoci University of Beauty Culture
4210148928,"04emz6k48",Chicago International Charter School
4210114756,"01yvchj11",Horizon University
4210086275,"00113vt82",International Spine and Pain Institute
4210140926,"04ejadd69",Hagyard Equine Medical Institute
4210112191,"0203q4h88",Georgia Christian University
4210163662,"043gcm269",Caldwell County Schools
4210117797,"028thwc63",Polytechnic University of Puerto Rico Orlando
4210150218,"030pf1a09",Webster University Orlando
4210137679,"04a3njz22",University Dermatology
4210139182,"041db3c58",Greenleaf University
4210122883,"034cg9v65",Chatham County Schools
4210102444,"013p72785",Chapel Hill Training Outreach Project
4210145509,"055wab717",Hunt Institute
4210156279,"05hb9gz45",Calspan-University of Buffalo Research Center
4210123992,"02rxn8n18",The Carolinas Center
4210138401,"04dy4th59",Bon Secours Memorial College of Nursing
4210146655,"043w47745",Institute for the Application of Geospatial Technology
4210101815,"014b45274",Catapult
4210121732,"02a1nbm25",New York School of Interior Design
4210134083,"03ze2q110",Essex Westford School District
4210158860,"057e34m22",University of Massachusetts Donahue Institute
4210089517,"00bgbmf24",Birthingway College of Midwifery
4210114329,"02gvyd507",Institute for Culture and Ecology
4210153502,"058afab11",Exploring New Horizons
4210140067,"04sxwc885",Super Stars Literacy
4210135331,"03pja1237",Yuba City Unified School District
4210166659,"04bms6d25",College Track
4210120477,"02j5qmn70",Dongguk University Los Angeles
4210167327,"05q23fv46",American Graduate University
4210110863,"019zpgk48",Medical Lake School District
4210095032,"00pnyyg32",Design Institute of San Diego
4210158753,"05m9b9906",Boise Kidney & Hypertension Institute
4210101895,"0182jhx89",Dunlap-Stone University
4210165923,"058kkmh35",Asbestos Institute
4210126032,"0343myz07",Montana State University System
4210143167,"03k0yb648",Babble Tree
4210136290,"035k7dd86",New Mexico State University Grants
4210156795,"04x1eer44",Strive Preparatory Schools
4210087501,"003dprh65",Black Hills Special Services Cooperative
4210106056,"00ygnz155",University Transportation Center for Railway Safety
4210158723,"04vv1c071",Silsbee Independent School District
4210165675,"025e8m761",Minnesota State University Student Association
4210156207,"05vb1qq28",Shiloh University
4210111642,"020h7tk57",Lafourche Parish School District
4210141039,"04kqgqa72",Mississippi Institutions of Higher Learning
4210105596,"017g1tr52",Morrison Tech
4210087993,"007r56b43",Endeavor Charter School
4210103117,"01ahk4t18",Montessori Institute of Milwaukee
4210119142,"02mjtc790",Building Blocks Learning Academy
4210127692,"04785as38",Christian County Public Schools
4210139899,"040nbcv84",Trace Crossings Elementary School
4210115390,"02cn5m820",Madison City Schools
4210157664,"04pv7qx83",Battle Creek Public Schools
4210140479,"03x1gs961",Jessamine County Schools
4210165389,"03pmser87",Buncombe County Schools
4210109283,"01w5cmk23",Lorain County Joint Vocational School
4210133386,"03hasam33",Wolford College
4210105208,"01dssfj41",University Memory and Aging Center
4210158044,"055epcp86",Pankey Institute
4210127925,"03mrd4308",Salem City Schools
4210093900,"00kmqf908",Christ the King Seminary
4210124586,"02wh1sf51",Roanoke Rapids Graded School District
4210093573,"00fh64z73",The Performance Institute
4210106520,"01jb93665",Business-Higher Education Forum
4210163049,"05d755m86",Brightwood College
4210166150,"009kz8119",Edenton Chowan School District
4210135436,"03kxyq577",Emerald Education Systems
4210101309,"01ajbb580",Watertown City School District
4210109165,"01vta4r13",Environmental and Occupational Health Sciences Institute
4210118344,"02dnkgs07",Studio in a School
4210125977,"03b1dn215",New York Institute of Art and Design
4210129508,"03dewpe59",East Harlem School
4210151590,"03wbjgx32",Robert Louis Stevenson School
4210164789,"05t3agv77",American University of Beirut New York Office
4210114617,"02dezma62",United States Satellite Laboratory
4210130494,"03ccevd14",New York College of Traditional Chinese Medicine
4210089257,"00aqb5q90",Maple Street School
4210120076,"028gw7a54",University Gastroenterology
4210144626,"04aa0ed69",New England University Transportation Center
4210155291,"058vwqx43",Institute for Doctoral Studies in the Visual Arts
4210104409,"01gr48a54",Alaska Marine Safety Education Association
4210138105,"045w5nd37",Visitation Catholic School
4210091254,"00ddrmz97",Olympic Educational Service District
4210107221,"01sd6hz84",Yelm Community Schools
4210128468,"030e7hb13",Kindering
4210166134,"05y9hde07",Palo Alto Center for Pulmonary Disease Prevention
4210147380,"03h0d2228",California Northstate University
4210094821,"00j7csj22",California Teaching Fellows Foundation
4210152582,"04ex78q47",Harney Education Service District
4210117214,"02eneb966",World Mission University
4210137437,"04mqvep70",Orange County Department of Education
4210135691,"03mdeq638",University of Natural Medicine
4210141185,"04v51kr79",Ola Grimsby Institute
4210129023,"038tp0t62",Las Vegas Institute
4210111142,"01nbfnq73",Idaho Academy of Science
4210153729,"02ygt0g54",Tohono O'odham Community Action
4210108080,"01x6c3x12",Universal Therapeutic Massage Institute
4210151362,"04mw59b52",Montessori Education Center of the Rockies
4210128212,"035vbe686",Bel-Rea Institute
4210158838,"02czgmn97",O’Loughlin Elementary School
4210161035,"055kj8f51",Mitchell School District
4210143839,"03ykmm292",Advanced Barber College & Hair Design
4210092332,"00e476874",Agile Mind
4210159591,"0536wq444",Family of Faith College
4210150091,"04psa8d07",Geary County Schools USD 475
4210111706,"01rkjeh73",Worldwide Laser Institute
4210130827,"0435am872",St. Monica Catholic School
4210162754,"05db4h730",Bryan College of Health Sciences
4210167010,"04357k290",Saint Mary's Academy and College
4210148588,"04p5ezw03",Cox College
4210165930,"058s7pp59",Northcentral Arkansas Education Cooperative
4210129373,"04an3vm72",Sparta Area School District
4210114113,"025yw0g63",Clinical Immunology Society
4210096110,"00r59ab07",Sunny Days Learning Center of Stickney
4210092042,"00mp1mt27",Knowledge Systems Institute
4210126625,"03hjbw580",KIPP Chicago Schools
4210156321,"05fqhmm52",Chicago College of Oriental Medicine
4210154058,"04j8pdt93",Chadwick University
4210164651,"05e946j54",University of Louisville Physicians
4210155009,"0217jep24",Islamic American University
4210148418,"03z3ntn64",Ohio Association of Community Colleges
4210101747,"014c0sj69",Sanilac Intermediate School District
4210120568,"02dq20r43",Dragon Rises College of Oriental Medicine
4210164132,"05jbwz743",Sarasota University
4210166381,"05yc27210",Bethel Elementary School
4210167240,"05p4bpw44",Pfeiffer University at Charlotte
4210151157,"04adqta18",Millennium Charter Academy
4210125263,"0382s8112",Carrick Institute
4210117751,"023kybh62",Polytechnic University of Puerto Rico Miami
4210145202,"04wpk4a30",Atlantic Institute of Oriental Medicine
4210155010,"00g169550",Caswell County Schools
4210118040,"028ewej26",Whiteville City Schools
4210131205,"03hakdk41",UNC/NCSU Joint Department of Biomedical Engineering
4210085973,"008rx8a22",Sampson County Schools
4210124279,"024rjga53",Monroe 2-Orleans BOCES
4210153725,"00abbnt31",Graham A. Barden Elementary School
4210096529,"01m58p389",Washington County Schools
4210139696,"03xts5k97",Tompkins-Seneca-Tioga Board of Cooperative Educational Services
4210128849,"03383wt55",Broome-Tioga Board of Cooperative Educational Services
4210102574,"012151k32",Indian River Central School District
4210107789,"01g790094",American University for Humanities
4210160216,"052bwdm80",Bucks County Intermediate Unit
4210104429,"01c3w3270",Institute of Cognitive and Brain Sciences
4210107475,"01gdjt538",CUNY Advanced Science Research Center
4210137563,"03tmvjq86",Manhattan High School
4210091795,"00fk5gz64",Bunker Hill Elementary School
4210126614,"03g9mpe61",Upper Valley Educators Institute
4210124548,"02fsk5c21",University Pathologists
4210148732,"04y7f2054",Concord Public Schools and Concord-Carlisle Regional School District
4210093807,"00hzrhy27",New England School of Acupuncture
4210146775,"04s36mr71",Northeast Maritime Institute
4210114133,"027nc8m92",Northshore Education Consortium
4210097388,"00vtp6271",Trinity County Office of Education
4210135104,"036qcnh52",Education Northwest
4210159034,"05s3s9p98",Saturday Academy
4210149590,"041yv5j17",Washington School for the Deaf
4210143457,"042dg8338",Rudolf Steiner College
4210165367,"05ne0js61",Modoc County Office of Education
4210149119,"04m136694",PUC Schools
4210122112,"02kx72w21",University of Philosophical Research
4210151873,"04cns1483",Center for the Study of Community Colleges
4210152128,"04qfef108",Language Systems International College of English
4210112024,"01bcnv283",Los Angeles Centers for Alcohol and Drug Abuse
4210086772,"000z2fe63",Grace Mission University
4210092607,"004x1qr23",Coast Community College District
4210104342,"0197qh103",South Baylo University
4210163041,"05cvht873",Professional Tutors of America
4210112318,"01xmtac13",Stefan University
4210097482,"010m1h651",American College of Veterinary Ophthalmologists
4210154499,"048z4gn84",Idaho Business for Education
4210144521,"048bd3118","San Diego State University, Imperial Valley Campus"
4210115630,"025zbvz40",Arizona Academy of Science
4210145879,"049wrhp57",Phoenix Institute of Herbal Medicine and Acupuncture
4210103263,"01d606394",Shoshone Episcopal Mission
4210151806,"04x12sm71",Century University
4210160614,"0569jas47",Laguna Department of Education
4210128899,"03y3qvs38",Southwest Acupuncture College - Boulder
4210090022,"007je0v50",Colorado School of Traditional Chinese Medicine
4210107845,"01stdbz34",National Native American AIDS Prevention Center
4210091701,"00h8z3z59",Hispanic Association of Colleges and Universities
4210103739,"01c3gv589",Walters Public Schools
4210148246,"03mv9kp97",AOMA Graduate School of Integrative Medicine
4210091694,"00gxvz816",Associated Colleges of Central Kansas
4210104215,"00tqb5b32",Grace School of Theology
4210103585,"00v75px85",Women’s Environmental Institute
4210127570,"030de3d66",Merrell University of Beauty Arts and Science
4210110323,"02437s643","University of Illinois Chicago, Rockford campus"
4210093233,"00j82ct10",Perspectives Charter School
4210141261,"03k3w2a28",Philip Rogers Elementary School
4210145194,"04wa2dm78",Virginia Baptist College
4210100807,"014e9vv52",Cheboygan Otsego Presque Isle Educational Service District
4210086858,"0001h5y29",Beulah Heights University
4210101492,"01029e417",Carver Bible College
4210095045,"00qrpbx56",Angstron Materials (United States)
4210126432,"032nv5f98",ChildCare Education Institute
4210150674,"058fx5466",University Radiology
4210134057,"0349geh35",University Bank
4210139410,"04vnww336",College of Metaphysical Studies
4210126856,"0459hk790",Madison County Public Schools
4210137575,"04wpndn70",Polk County High School
4210150216,"021cphd64",East Burke High School
4210120564,"02de22795",Florida College of Integrative Medicine
4210123007,"02vfebb84",Westbrook University
4210154259,"04j68nv27",Millennia Atlantic University
4210134910,"03693et41",Sheridan Technical College
4210107994,"014dwa961",South Florida Bible College & Theological Seminary
4210092849,"00h4cmb88",New Covenant International
4210166653,"01bwv1z56",North Asheboro Middle School
4210160059,"054pcbf42",Orange County School
4210090833,"00bzst557",Communities In Schools of Orange County
4210158137,"01x3sy962",Southern Middle School
4210154773,"0530xcn78",Apex School of Theology
4210148925,"04dzh1r95",Public School Forum of North Carolina
4210123029,"031ypg304",International Space University
4210164193,"05n4dxt42",Wayne-Finger Lakes BOCES
4210123102,"02svw4v94",Hauppauge Public School
4210122322,"030gep771",Roanoke-Chowan Community College
4210138319,"03zna7437",American College of Veterinary Radiology
4210128658,"03nsgg743",Institutes for Behavior Resources
4210106496,"01s4t1s46",Carthage Central School District
4210114063,"0271pep11",Beck Institute for Cognitive Behavior Therapy
4210141897,"041jk4k79",Academy for Scientific Investigative Training
4210102121,"01agawy76",Beth Mardutho
4210165603,"056npsb07",Union City Public Schools
4210117107,"0255frr43",Cooke School and Institute
4210123647,"02e31nc37",American University in Cairo New York Office
4210140599,"03qx3mk66",New York City Foundation for Computer Science Education
4210158251,"04k9b1910",School for Compassionate Action
4210161751,"058tkvp17",University Resident Theatre Association
4210119022,"02gfcne25",Eidos Education
4210161196,"01ee7vw96",Villa Maria School
4210159057,"05tmhhz44",Access Technologies Group
4210098083,"00y64xg88",Vermont Folklife Center
4210155016,"01n18pd19",International Charter School
4210153773,"0596j8n35",Brookline Public Schools
4210155255,"056544713",National Graduate School of Quality Management
4210131357,"03xj0x983",Colorado State University System
4210151215,"03pwcc270",Auburn University System
4210163361,"01g4rg913",Rajabhat University System
4210087181,"004595x17",Tafuna High School
4210161969,"03gxjcz46",Centro Universitario Promedac
4210117128,"02e4cmf45",Universidad Liceo Cervantino
4210105928,"01b9q6e25",Universidad Valle Continental
4210128376,"02kpy6370",Universidad Alfred Nobel de Mexico
4210119700,"02p303e31",Universidad Tecnológica Iberoamericana
4210158248,"011xkm146",Centro Universitario De Integracion Humanistico
4210166152,"01wkk5m15",Centro Universitario Haller
4210158626,"01k9ww978",Universidad Continental Justo Sierra
4210104786,"016aq4f67",Centro de Estudios Universitarios Horacio Zuñiga
4210152104,"04hr9rp97",Universidad de Turismo y Ciencias Administrativas
4210152108,"042mgzj06",Centro de Estudios Universitarios de Periodismo y Arte en Radio y Televisión
4210154994,"05rqdkd73",Centro Universitario Columbia
4210101662,"01axmcb72",Universidad Dorados
4210156001,"05bf5jb12",Universidad Alzate de Ozumba
4210098713,"00y13f984",Universidad Científica Latinoamericana de Hidalgo
4210121068,"02t22fn57",Universidad Anglohispanomexicana
4210140188,"03cj80e19",Universitario Bauhaus
4210140460,"04htacw13",Universidad Politécnica Hispano Mexicana
4210147173,"03hhd1t97",Universidad Tec De Oriente
4210119713,"02djp1y08",Universidad Tajín
4210145350,"03beypq35",Universidad Hernán Cortés
4210160022,"04cnaq122",Universidad Madero Papaloapan
4210167145,"04m72am57",Universidad Autonoma de Chinandega
4210136154,"04ea6sw58",Universidad Nicaragüense de Estudios Humanisticos
4210163364,"00apymp80",Paulo Freire University
4210111686,"01pjrq695",Universidad Magister
4210165475,"02c4wkv71",Universidad Cristiana del Sur
4210091624,"00dehxn63",Canadian Fasteners Institute
4210088335,"004xtaq37",Universidad Especializada del Contador Público Autorizado
4210110210,"01zxwpb57",Victoria International University
4210160244,"04jpr8986",Universidad Latinoamericana de Comercio Exterior
4210166836,"051tp1g37",Universidad Peruana de Integración Global
4210147774,"04cyft771",Fundación de Estudios Superiores Universitarios de Urabá
4210101738,"015hsqv25",Corporación Escuela Superior de Administración y Estudios Tecnológicos
4210166996,"02vxa7b29",Canadian University Society for Intercollegiate Debate
4210167314,"05ss0jg28",Institución Tecnológica Cedesistemas
4210108059,"01ybmjm77",Instituto Profesional Helen Keller
4210102024,"016967s24",Instituto Profesional Valle Central
4210154608,"0577hrn12",Instituto Profesional Esucomex
4210147326,"04p83bg23",Instituto Profesional Libertador de Los Andes
4210167333,"00yn8ya75",Chuluncayani Adventist University
4210163379,"01g7yfj48",Liga Atlética Interuniversitaria de Puerto Rico
4210163368,"02wcaw311",Experimental Security University
4210158555,"04h1bd429",ICPR Junior College
4210128651,"03nfzc873",Universidad Boliviana de Informática
4210088473,"007ywk955",Universidad Bethesda
4210140168,"04db0t411",Universidad Privada Domingo Savio
4210158182,"050j0b044",Universidad Privada Cumbre
4210131417,"03qryrx52",Argentine Atlantis University
